user_id,cluster,segment
R06753,1,Dormant
R06754,0,Champions
R06755,0,Champions
R06756,0,Champions
R06758,2,At-Risk
R06759,0,Champions
R06760,2,At-Risk
R06761,0,Champions
R06762,0,Champions
R06763,0,Champions
R06764,0,Champions
R06765,0,Champions
R06766,2,At-Risk
R06768,1,Dormant
R06769,1,Dormant
R06770,1,Dormant
R06771,0,Champions
R06772,2,At-Risk
R06773,1,Dormant
R06774,2,At-Risk
R06775,0,Champions
R06776,2,At-Risk
R06777,2,At-Risk
R06778,0,Champions
R06779,2,At-Risk
R06780,1,Dormant
R06781,2,At-Risk
R06782,0,Champions
R06783,0,Champions
R06784,2,At-Risk
R06785,0,Champions
R06786,2,At-Risk
R06788,0,Champions
R06789,0,Champions
R06790,1,Dormant
R06791,3,Loyal Riders
R06792,2,At-Risk
R06793,0,Champions
R06794,0,Champions
R06795,0,Champions
R06796,2,At-Risk
R06797,0,Champions
R06798,0,Champions
R06799,2,At-Risk
R06800,1,Dormant
R06801,2,At-Risk
R06803,0,Champions
R06804,1,Dormant
R06805,0,Champions
R06806,2,At-Risk
R06807,2,At-Risk
R06809,2,At-Risk
R06810,2,At-Risk
R06811,0,Champions
R06812,0,Champions
R06813,2,At-Risk
R06814,2,At-Risk
R06816,2,At-Risk
R06817,0,Champions
R06818,1,Dormant
R06819,2,At-Risk
R06820,2,At-Risk
R06821,1,Dormant
R06822,2,At-Risk
R06823,0,Champions
R06824,2,At-Risk
R06826,2,At-Risk
R06827,1,Dormant
R06828,1,Dormant
R06829,2,At-Risk
R06830,0,Champions
R06831,0,Champions
R06832,0,Champions
R06833,2,At-Risk
R06834,2,At-Risk
R06835,1,Dormant
R06836,1,Dormant
R06837,2,At-Risk
R06838,1,Dormant
R06839,1,Dormant
R06840,2,At-Risk
R06841,3,Loyal Riders
R06842,0,Champions
R06843,0,Champions
R06844,1,Dormant
R06845,0,Champions
R06846,2,At-Risk
R06847,2,At-Risk
R06848,0,Champions
R06849,2,At-Risk
R06850,0,Champions
R06851,2,At-Risk
R06852,0,Champions
R06853,2,At-Risk
R06854,0,Champions
R06856,2,At-Risk
R06857,1,Dormant
R06858,0,Champions
R06859,1,Dormant
R06861,1,Dormant
R06863,0,Champions
R06864,1,Dormant
R06865,1,Dormant
R06866,2,At-Risk
R06867,2,At-Risk
R06868,2,At-Risk
R06869,1,Dormant
R06870,1,Dormant
R06871,2,At-Risk
R06872,0,Champions
R06875,2,At-Risk
R06876,2,At-Risk
R06877,0,Champions
R06878,1,Dormant
R06879,2,At-Risk
R06880,1,Dormant
R06881,1,Dormant
R06883,1,Dormant
R06884,0,Champions
R06885,2,At-Risk
R06886,2,At-Risk
R06887,2,At-Risk
R06888,0,Champions
R06889,3,Loyal Riders
R06890,1,Dormant
R06891,0,Champions
R06892,1,Dormant
R06893,1,Dormant
R06894,0,Champions
R06895,0,Champions
R06896,0,Champions
R06897,1,Dormant
R06898,1,Dormant
R06899,2,At-Risk
R06900,2,At-Risk
R06901,0,Champions
R06902,1,Dormant
R06903,3,Loyal Riders
R06904,0,Champions
R06905,0,Champions
R06906,0,Champions
R06907,1,Dormant
R06908,1,Dormant
R06909,0,Champions
R06911,3,Loyal Riders
R06912,0,Champions
R06913,0,Champions
R06914,2,At-Risk
R06915,0,Champions
R06916,2,At-Risk
R06917,3,Loyal Riders
R06918,0,Champions
R06919,3,Loyal Riders
R06921,1,Dormant
R06923,2,At-Risk
R06924,0,Champions
R06925,0,Champions
R06926,3,Loyal Riders
R06927,3,Loyal Riders
R06928,0,Champions
R06930,2,At-Risk
R06932,1,Dormant
R06933,0,Champions
R06934,2,At-Risk
R06935,2,At-Risk
R06936,1,Dormant
R06937,2,At-Risk
R06938,2,At-Risk
R06939,0,Champions
R06940,1,Dormant
R06941,2,At-Risk
R06943,0,Champions
R06944,1,Dormant
R06945,2,At-Risk
R06946,0,Champions
R06947,0,Champions
R06948,0,Champions
R06949,0,Champions
R06950,0,Champions
R06951,0,Champions
R06952,0,Champions
R06953,1,Dormant
R06954,2,At-Risk
R06955,3,Loyal Riders
R06956,0,Champions
R06957,2,At-Risk
R06958,2,At-Risk
R06959,2,At-Risk
R06960,2,At-Risk
R06961,2,At-Risk
R06962,2,At-Risk
R06963,2,At-Risk
R06964,1,Dormant
R06965,1,Dormant
R06966,2,At-Risk
R06967,2,At-Risk
R06968,1,Dormant
R06970,1,Dormant
R06971,0,Champions
R06972,2,At-Risk
R06973,0,Champions
R06974,0,Champions
R06975,1,Dormant
R06976,2,At-Risk
R06977,1,Dormant
R06978,0,Champions
R06979,2,At-Risk
R06980,2,At-Risk
R06981,0,Champions
R06982,2,At-Risk
R06983,0,Champions
R06984,2,At-Risk
R06985,0,Champions
R06986,1,Dormant
R06987,0,Champions
R06988,0,Champions
R06989,2,At-Risk
R06990,1,Dormant
R06991,2,At-Risk
R06992,0,Champions
R06993,0,Champions
R06994,0,Champions
R06995,2,At-Risk
R06996,1,Dormant
R06997,0,Champions
R06998,1,Dormant
R06999,2,At-Risk
R07000,2,At-Risk
R07001,2,At-Risk
R07002,0,Champions
R07003,0,Champions
R07004,1,Dormant
R07005,2,At-Risk
R07006,0,Champions
R07007,3,Loyal Riders
R07008,2,At-Risk
R07009,1,Dormant
R07010,0,Champions
R07011,1,Dormant
R07012,1,Dormant
R07013,2,At-Risk
R07014,2,At-Risk
R07015,3,Loyal Riders
R07016,0,Champions
R07017,0,Champions
R07019,2,At-Risk
R07020,0,Champions
R07021,0,Champions
R07023,1,Dormant
R07024,0,Champions
R07026,1,Dormant
R07027,2,At-Risk
R07028,0,Champions
R07029,2,At-Risk
R07030,2,At-Risk
R07031,0,Champions
R07032,3,Loyal Riders
R07033,1,Dormant
R07034,1,Dormant
R07035,0,Champions
R07036,2,At-Risk
R07037,0,Champions
R07038,2,At-Risk
R07039,0,Champions
R07040,3,Loyal Riders
R07041,2,At-Risk
R07042,0,Champions
R07043,0,Champions
R07044,1,Dormant
R07045,3,Loyal Riders
R07046,0,Champions
R07047,1,Dormant
R07048,3,Loyal Riders
R07049,2,At-Risk
R07050,2,At-Risk
R07051,2,At-Risk
R07052,0,Champions
R07053,0,Champions
R07054,3,Loyal Riders
R07055,2,At-Risk
R07056,1,Dormant
R07057,1,Dormant
R07058,2,At-Risk
R07059,1,Dormant
R07060,2,At-Risk
R07061,2,At-Risk
R07062,1,Dormant
R07063,2,At-Risk
R07064,2,At-Risk
R07065,2,At-Risk
R07066,1,Dormant
R07067,0,Champions
R07068,2,At-Risk
R07069,2,At-Risk
R07070,0,Champions
R07071,3,Loyal Riders
R07072,2,At-Risk
R07073,0,Champions
R07074,1,Dormant
R07075,2,At-Risk
R07076,1,Dormant
R07077,0,Champions
R07078,1,Dormant
R07079,0,Champions
R07080,2,At-Risk
R07081,2,At-Risk
R07082,1,Dormant
R07083,0,Champions
R07084,0,Champions
R07085,2,At-Risk
R07086,0,Champions
R07087,2,At-Risk
R07088,2,At-Risk
R07089,1,Dormant
R07090,1,Dormant
R07092,2,At-Risk
R07093,0,Champions
R07094,1,Dormant
R07095,0,Champions
R07096,1,Dormant
R07097,0,Champions
R07098,2,At-Risk
R07100,2,At-Risk
R07101,1,Dormant
R07102,2,At-Risk
R07103,0,Champions
R07104,2,At-Risk
R07105,2,At-Risk
R07106,2,At-Risk
R07107,0,Champions
R07108,2,At-Risk
R07109,3,Loyal Riders
R07110,0,Champions
R07111,2,At-Risk
R07112,1,Dormant
R07114,1,Dormant
R07115,0,Champions
R07116,0,Champions
R07117,2,At-Risk
R07118,2,At-Risk
R07119,0,Champions
R07120,0,Champions
R07121,1,Dormant
R07122,2,At-Risk
R07124,0,Champions
R07125,2,At-Risk
R07126,0,Champions
R07127,2,At-Risk
R07128,1,Dormant
R07129,2,At-Risk
R07130,1,Dormant
R07131,1,Dormant
R07132,3,Loyal Riders
R07133,1,Dormant
R07134,1,Dormant
R07135,0,Champions
R07136,0,Champions
R07137,1,Dormant
R07138,0,Champions
R07139,2,At-Risk
R07140,2,At-Risk
R07141,1,Dormant
R07142,0,Champions
R07143,2,At-Risk
R07144,2,At-Risk
R07145,0,Champions
R07147,2,At-Risk
R07148,0,Champions
R07149,1,Dormant
R07150,2,At-Risk
R07151,1,Dormant
R07152,0,Champions
R07153,1,Dormant
R07154,1,Dormant
R07155,2,At-Risk
R07156,0,Champions
R07157,0,Champions
R07158,2,At-Risk
R07159,0,Champions
R07160,2,At-Risk
R07161,2,At-Risk
R07162,2,At-Risk
R07163,2,At-Risk
R07164,0,Champions
R07166,2,At-Risk
R07167,2,At-Risk
R07168,2,At-Risk
R07169,2,At-Risk
R07170,3,Loyal Riders
R07171,2,At-Risk
R07172,3,Loyal Riders
R07173,0,Champions
R07174,1,Dormant
R07175,3,Loyal Riders
R07176,2,At-Risk
R07178,0,Champions
R07179,0,Champions
R07180,0,Champions
R07181,0,Champions
R07182,0,Champions
R07183,0,Champions
R07184,1,Dormant
R07185,2,At-Risk
R07186,0,Champions
R07187,2,At-Risk
R07188,0,Champions
R07189,0,Champions
R07190,0,Champions
R07191,3,Loyal Riders
R07192,0,Champions
R07193,2,At-Risk
R07194,2,At-Risk
R07195,3,Loyal Riders
R07196,0,Champions
R07197,2,At-Risk
R07198,1,Dormant
R07199,1,Dormant
R07200,0,Champions
R07201,1,Dormant
R07202,0,Champions
R07203,0,Champions
R07204,2,At-Risk
R07205,1,Dormant
R07206,2,At-Risk
R07207,0,Champions
R07208,3,Loyal Riders
R07209,0,Champions
R07210,2,At-Risk
R07211,2,At-Risk
R07212,1,Dormant
R07213,2,At-Risk
R07214,3,Loyal Riders
R07215,2,At-Risk
R07216,1,Dormant
R07217,2,At-Risk
R07218,1,Dormant
R07219,2,At-Risk
R07220,0,Champions
R07221,3,Loyal Riders
R07222,2,At-Risk
R07223,2,At-Risk
R07224,2,At-Risk
R07225,0,Champions
R07226,0,Champions
R07227,0,Champions
R07228,0,Champions
R07229,2,At-Risk
R07230,2,At-Risk
R07231,1,Dormant
R07232,0,Champions
R07233,1,Dormant
R07234,1,Dormant
R07235,2,At-Risk
R07236,0,Champions
R07237,0,Champions
R07238,0,Champions
R07239,0,Champions
R07240,2,At-Risk
R07241,2,At-Risk
R07242,0,Champions
R07243,0,Champions
R07244,0,Champions
R07246,0,Champions
R07247,0,Champions
R07248,0,Champions
R07249,0,Champions
R07251,0,Champions
R07252,3,Loyal Riders
R07253,1,Dormant
R07254,2,At-Risk
R07255,0,Champions
R07256,2,At-Risk
R07257,2,At-Risk
R07258,1,Dormant
R07259,0,Champions
R07260,0,Champions
R07261,0,Champions
R07262,0,Champions
R07263,2,At-Risk
R07264,2,At-Risk
R07265,0,Champions
R07266,0,Champions
R07267,1,Dormant
R07268,2,At-Risk
R07269,1,Dormant
R07270,1,Dormant
R07271,2,At-Risk
R07272,1,Dormant
R07274,2,At-Risk
R07275,2,At-Risk
R07276,2,At-Risk
R07277,1,Dormant
R07278,0,Champions
R07279,0,Champions
R07280,1,Dormant
R07282,2,At-Risk
R07283,0,Champions
R07284,0,Champions
R07285,2,At-Risk
R07286,3,Loyal Riders
R07287,0,Champions
R07288,2,At-Risk
R07289,3,Loyal Riders
R07290,2,At-Risk
R07291,0,Champions
R07292,2,At-Risk
R07293,1,Dormant
R07294,0,Champions
R07295,2,At-Risk
R07296,1,Dormant
R07297,2,At-Risk
R07298,2,At-Risk
R07299,0,Champions
R07300,1,Dormant
R07301,1,Dormant
R07302,2,At-Risk
R07303,0,Champions
R07304,1,Dormant
R07305,0,Champions
R07306,3,Loyal Riders
R07308,2,At-Risk
R07309,1,Dormant
R07310,2,At-Risk
R07311,3,Loyal Riders
R07312,0,Champions
R07313,2,At-Risk
R07314,0,Champions
R07315,0,Champions
R07317,3,Loyal Riders
R07318,1,Dormant
R07320,1,Dormant
R07321,0,Champions
R07322,0,Champions
R07324,1,Dormant
R07325,0,Champions
R07326,1,Dormant
R07327,1,Dormant
R07328,3,Loyal Riders
R07329,2,At-Risk
R07330,2,At-Risk
R07331,0,Champions
R07332,0,Champions
R07333,0,Champions
R07334,2,At-Risk
R07335,1,Dormant
R07336,1,Dormant
R07337,1,Dormant
R07338,0,Champions
R07339,0,Champions
R07340,0,Champions
R07341,0,Champions
R07342,0,Champions
R07343,0,Champions
R07344,3,Loyal Riders
R07345,0,Champions
R07346,2,At-Risk
R07347,1,Dormant
R07348,2,At-Risk
R07349,0,Champions
R07350,2,At-Risk
R07351,0,Champions
R07352,0,Champions
R07353,2,At-Risk
R07354,2,At-Risk
R07355,0,Champions
R07357,2,At-Risk
R07358,1,Dormant
R07359,2,At-Risk
R07360,0,Champions
R07361,0,Champions
R07362,0,Champions
R07363,3,Loyal Riders
R07364,1,Dormant
R07365,2,At-Risk
R07366,0,Champions
R07368,3,Loyal Riders
R07369,0,Champions
R07370,0,Champions
R07371,1,Dormant
R07372,0,Champions
R07373,0,Champions
R07374,0,Champions
R07375,2,At-Risk
R07376,2,At-Risk
R07377,2,At-Risk
R07378,0,Champions
R07379,3,Loyal Riders
R07380,3,Loyal Riders
R07381,2,At-Risk
R07382,0,Champions
R07383,1,Dormant
R07384,2,At-Risk
R07385,0,Champions
R07386,0,Champions
R07387,0,Champions
R07388,1,Dormant
R07389,2,At-Risk
R07390,2,At-Risk
R07391,1,Dormant
R07392,1,Dormant
R07393,1,Dormant
R07396,2,At-Risk
R07397,2,At-Risk
R07398,2,At-Risk
R07399,2,At-Risk
R07400,0,Champions
R07401,2,At-Risk
R07403,0,Champions
R07404,0,Champions
R07405,2,At-Risk
R07406,0,Champions
R07407,1,Dormant
R07408,1,Dormant
R07409,2,At-Risk
R07412,0,Champions
R07413,1,Dormant
R07414,1,Dormant
R07415,0,Champions
R07416,1,Dormant
R07417,2,At-Risk
R07418,2,At-Risk
R07419,0,Champions
R07420,0,Champions
R07421,2,At-Risk
R07422,1,Dormant
R07423,0,Champions
R07424,2,At-Risk
R07425,0,Champions
R07426,3,Loyal Riders
R07427,0,Champions
R07428,2,At-Risk
R07429,0,Champions
R07430,2,At-Risk
R07431,2,At-Risk
R07432,1,Dormant
R07433,2,At-Risk
R07434,2,At-Risk
R07435,2,At-Risk
R07436,3,Loyal Riders
R07437,0,Champions
R07438,2,At-Risk
R07439,0,Champions
R07440,0,Champions
R07441,2,At-Risk
R07442,1,Dormant
R07443,2,At-Risk
R07444,0,Champions
R07445,0,Champions
R07446,2,At-Risk
R07447,1,Dormant
R07448,2,At-Risk
R07449,2,At-Risk
R07450,2,At-Risk
R07451,0,Champions
R07452,3,Loyal Riders
R07453,2,At-Risk
R07454,0,Champions
R07455,0,Champions
R07456,2,At-Risk
R07457,1,Dormant
R07458,0,Champions
R07459,0,Champions
R07460,2,At-Risk
R07461,0,Champions
R07462,0,Champions
R07463,2,At-Risk
R07464,2,At-Risk
R07465,0,Champions
R07466,0,Champions
R07467,0,Champions
R07468,0,Champions
R07469,2,At-Risk
R07470,1,Dormant
R07471,2,At-Risk
R07472,0,Champions
R07473,0,Champions
R07475,2,At-Risk
R07476,2,At-Risk
R07477,0,Champions
R07479,0,Champions
R07480,1,Dormant
R07481,2,At-Risk
R07482,0,Champions
R07483,2,At-Risk
R07484,2,At-Risk
R07486,0,Champions
R07487,3,Loyal Riders
R07489,0,Champions
R07490,0,Champions
R07491,0,Champions
R07492,2,At-Risk
R07493,0,Champions
R07494,1,Dormant
R07495,0,Champions
R07496,0,Champions
R07497,2,At-Risk
R07498,0,Champions
R07499,0,Champions
R07500,0,Champions
R07501,2,At-Risk
R07502,1,Dormant
R07503,0,Champions
R07504,1,Dormant
R07505,2,At-Risk
R07506,2,At-Risk
R07507,0,Champions
R07508,0,Champions
R07509,0,Champions
R07510,2,At-Risk
R07511,1,Dormant
R07512,1,Dormant
R07513,0,Champions
R07514,0,Champions
R07515,2,At-Risk
R07516,1,Dormant
R07518,0,Champions
R07520,0,Champions
R07521,2,At-Risk
R07522,3,Loyal Riders
R07523,2,At-Risk
R07524,3,Loyal Riders
R07525,2,At-Risk
R07526,1,Dormant
R07527,0,Champions
R07528,1,Dormant
R07529,2,At-Risk
R07530,2,At-Risk
R07531,2,At-Risk
R07532,2,At-Risk
R07533,1,Dormant
R07534,2,At-Risk
R07535,2,At-Risk
R07536,1,Dormant
R07537,0,Champions
R07539,0,Champions
R07540,2,At-Risk
R07541,1,Dormant
R07542,1,Dormant
R07543,2,At-Risk
R07544,1,Dormant
R07545,2,At-Risk
R07546,2,At-Risk
R07547,0,Champions
R07548,0,Champions
R07549,3,Loyal Riders
R07550,2,At-Risk
R07551,1,Dormant
R07552,0,Champions
R07553,2,At-Risk
R07554,2,At-Risk
R07555,0,Champions
R07556,2,At-Risk
R07557,2,At-Risk
R07558,0,Champions
R07559,2,At-Risk
R07560,0,Champions
R07561,0,Champions
R07563,3,Loyal Riders
R07564,0,Champions
R07565,0,Champions
R07566,2,At-Risk
R07567,1,Dormant
R07568,1,Dormant
R07569,2,At-Risk
R07570,0,Champions
R07571,0,Champions
R07572,0,Champions
R07573,0,Champions
R07574,1,Dormant
R07575,2,At-Risk
R07576,0,Champions
R07577,2,At-Risk
R07578,2,At-Risk
R07579,0,Champions
R07580,0,Champions
R07581,0,Champions
R07582,2,At-Risk
R07583,2,At-Risk
R07584,0,Champions
R07585,0,Champions
R07586,0,Champions
R07587,0,Champions
R07588,1,Dormant
R07589,2,At-Risk
R07590,0,Champions
R07592,0,Champions
R07593,0,Champions
R07594,2,At-Risk
R07596,2,At-Risk
R07597,2,At-Risk
R07598,2,At-Risk
R07599,2,At-Risk
R07600,0,Champions
R07601,0,Champions
R07602,2,At-Risk
R07603,0,Champions
R07604,2,At-Risk
R07605,0,Champions
R07606,0,Champions
R07607,0,Champions
R07608,0,Champions
R07609,2,At-Risk
R07610,0,Champions
R07611,0,Champions
R07612,0,Champions
R07613,2,At-Risk
R07614,2,At-Risk
R07615,2,At-Risk
R07616,2,At-Risk
R07617,2,At-Risk
R07618,0,Champions
R07619,2,At-Risk
R07620,1,Dormant
R07621,1,Dormant
R07623,1,Dormant
R07624,2,At-Risk
R07625,0,Champions
R07626,2,At-Risk
R07627,0,Champions
R07628,0,Champions
R07629,0,Champions
R07630,2,At-Risk
R07631,0,Champions
R07632,1,Dormant
R07633,2,At-Risk
R07634,2,At-Risk
R07635,0,Champions
R07636,1,Dormant
R07637,2,At-Risk
R07638,3,Loyal Riders
R07639,2,At-Risk
R07640,1,Dormant
R07641,2,At-Risk
R07642,2,At-Risk
R07643,1,Dormant
R07644,3,Loyal Riders
R07645,0,Champions
R07646,2,At-Risk
R07647,0,Champions
R07648,0,Champions
R07649,0,Champions
R07650,0,Champions
R07651,2,At-Risk
R07652,2,At-Risk
R07653,0,Champions
R07654,1,Dormant
R07655,3,Loyal Riders
R07656,0,Champions
R07657,0,Champions
R07658,2,At-Risk
R07659,1,Dormant
R07660,0,Champions
R07661,0,Champions
R07663,0,Champions
R07664,1,Dormant
R07665,2,At-Risk
R07667,0,Champions
R07668,2,At-Risk
R07670,0,Champions
R07671,1,Dormant
R07672,0,Champions
R07673,0,Champions
R07674,2,At-Risk
R07675,1,Dormant
R07676,2,At-Risk
R07677,1,Dormant
R07678,1,Dormant
R07679,0,Champions
R07680,1,Dormant
R07681,0,Champions
R07682,0,Champions
R07683,1,Dormant
R07684,0,Champions
R07685,0,Champions
R07686,2,At-Risk
R07687,2,At-Risk
R07688,1,Dormant
R07689,0,Champions
R07690,0,Champions
R07691,0,Champions
R07692,2,At-Risk
R07693,2,At-Risk
R07694,1,Dormant
R07695,2,At-Risk
R07696,0,Champions
R07697,1,Dormant
R07699,3,Loyal Riders
R07700,2,At-Risk
R07701,1,Dormant
R07702,0,Champions
R07703,2,At-Risk
R07704,1,Dormant
R07705,2,At-Risk
R07706,1,Dormant
R07707,3,Loyal Riders
R07708,2,At-Risk
R07709,1,Dormant
R07710,2,At-Risk
R07711,1,Dormant
R07712,0,Champions
R07713,0,Champions
R07714,2,At-Risk
R07715,1,Dormant
R07716,2,At-Risk
R07717,1,Dormant
R07718,0,Champions
R07719,2,At-Risk
R07720,2,At-Risk
R07721,2,At-Risk
R07722,2,At-Risk
R07723,2,At-Risk
R07724,0,Champions
R07725,2,At-Risk
R07726,2,At-Risk
R07727,2,At-Risk
R07728,1,Dormant
R07729,0,Champions
R07730,3,Loyal Riders
R07731,2,At-Risk
R07732,0,Champions
R07733,0,Champions
R07734,2,At-Risk
R07735,2,At-Risk
R07736,2,At-Risk
R07737,1,Dormant
R07738,2,At-Risk
R07739,2,At-Risk
R07740,2,At-Risk
R07741,0,Champions
R07742,1,Dormant
R07743,2,At-Risk
R07744,2,At-Risk
R07745,2,At-Risk
R07746,0,Champions
R07747,0,Champions
R07748,3,Loyal Riders
R07749,1,Dormant
R07750,0,Champions
R07751,0,Champions
R07753,0,Champions
R07754,0,Champions
R07755,2,At-Risk
R07756,0,Champions
R07757,2,At-Risk
R07758,2,At-Risk
R07759,2,At-Risk
R07760,2,At-Risk
R07761,0,Champions
R07763,0,Champions
R07764,2,At-Risk
R07765,1,Dormant
R07766,3,Loyal Riders
R07767,2,At-Risk
R07768,1,Dormant
R07769,0,Champions
R07770,0,Champions
R07771,1,Dormant
R07772,1,Dormant
R07773,1,Dormant
R07774,0,Champions
R07775,2,At-Risk
R07776,2,At-Risk
R07777,0,Champions
R07778,3,Loyal Riders
R07779,0,Champions
R07780,0,Champions
R07781,1,Dormant
R07782,2,At-Risk
R07783,0,Champions
R07784,2,At-Risk
R07785,1,Dormant
R07786,0,Champions
R07787,2,At-Risk
R07788,1,Dormant
R07789,2,At-Risk
R07790,2,At-Risk
R07791,2,At-Risk
R07792,0,Champions
R07793,0,Champions
R07794,2,At-Risk
R07795,2,At-Risk
R07796,1,Dormant
R07797,0,Champions
R07798,2,At-Risk
R07799,1,Dormant
R07800,0,Champions
R07801,1,Dormant
R07802,0,Champions
R07803,2,At-Risk
R07805,0,Champions
R07806,2,At-Risk
R07807,2,At-Risk
R07808,2,At-Risk
R07809,0,Champions
R07810,1,Dormant
R07811,1,Dormant
R07812,0,Champions
R07813,1,Dormant
R07814,1,Dormant
R07815,2,At-Risk
R07816,0,Champions
R07817,3,Loyal Riders
R07818,0,Champions
R07819,0,Champions
R07820,1,Dormant
R07821,1,Dormant
R07822,3,Loyal Riders
R07823,1,Dormant
R07824,2,At-Risk
R07825,1,Dormant
R07826,1,Dormant
R07827,2,At-Risk
R07829,2,At-Risk
R07830,0,Champions
R07831,0,Champions
R07832,1,Dormant
R07833,2,At-Risk
R07834,1,Dormant
R07835,2,At-Risk
R07836,2,At-Risk
R07838,2,At-Risk
R07839,0,Champions
R07840,2,At-Risk
R07841,0,Champions
R07842,2,At-Risk
R07843,2,At-Risk
R07844,2,At-Risk
R07845,0,Champions
R07846,0,Champions
R07847,0,Champions
R07848,1,Dormant
R07849,1,Dormant
R07850,2,At-Risk
R07853,2,At-Risk
R07854,0,Champions
R07855,0,Champions
R07856,1,Dormant
R07857,2,At-Risk
R07858,2,At-Risk
R07859,2,At-Risk
R07860,0,Champions
R07861,0,Champions
R07862,2,At-Risk
R07863,0,Champions
R07864,0,Champions
R07865,0,Champions
R07866,0,Champions
R07867,0,Champions
R07868,0,Champions
R07869,2,At-Risk
R07870,2,At-Risk
R07871,0,Champions
R07872,0,Champions
R07873,1,Dormant
R07874,1,Dormant
R07875,1,Dormant
R07876,0,Champions
R07879,3,Loyal Riders
R07880,2,At-Risk
R07881,2,At-Risk
R07882,3,Loyal Riders
R07884,0,Champions
R07885,0,Champions
R07886,2,At-Risk
R07887,2,At-Risk
R07888,2,At-Risk
R07889,3,Loyal Riders
R07890,1,Dormant
R07892,0,Champions
R07893,2,At-Risk
R07894,2,At-Risk
R07895,2,At-Risk
R07896,0,Champions
R07897,0,Champions
R07898,3,Loyal Riders
R07899,0,Champions
R07900,0,Champions
R07901,0,Champions
R07902,2,At-Risk
R07903,2,At-Risk
R07904,1,Dormant
R07906,0,Champions
R07907,0,Champions
R07908,0,Champions
R07909,2,At-Risk
R07910,3,Loyal Riders
R07911,1,Dormant
R07912,0,Champions
R07914,0,Champions
R07915,0,Champions
R07916,2,At-Risk
R07917,1,Dormant
R07919,1,Dormant
R07920,1,Dormant
R07921,0,Champions
R07922,2,At-Risk
R07923,2,At-Risk
R07924,0,Champions
R07925,1,Dormant
R07926,2,At-Risk
R07927,3,Loyal Riders
R07928,0,Champions
R07930,3,Loyal Riders
R07931,2,At-Risk
R07932,0,Champions
R07933,2,At-Risk
R07934,2,At-Risk
R07935,0,Champions
R07936,0,Champions
R07937,1,Dormant
R07938,2,At-Risk
R07939,0,Champions
R07940,2,At-Risk
R07941,0,Champions
R07942,2,At-Risk
R07943,0,Champions
R07944,2,At-Risk
R07945,1,Dormant
R07946,2,At-Risk
R07947,0,Champions
R07948,2,At-Risk
R07949,2,At-Risk
R07951,0,Champions
R07952,2,At-Risk
R07953,2,At-Risk
R07954,2,At-Risk
R07955,0,Champions
R07956,3,Loyal Riders
R07957,0,Champions
R07958,2,At-Risk
R07959,1,Dormant
R07960,1,Dormant
R07961,0,Champions
R07962,2,At-Risk
R07963,1,Dormant
R07964,2,At-Risk
R07965,0,Champions
R07966,0,Champions
R07967,2,At-Risk
R07968,0,Champions
R07969,1,Dormant
R07970,2,At-Risk
R07971,0,Champions
R07972,1,Dormant
R07973,0,Champions
R07974,2,At-Risk
R07975,1,Dormant
R07976,1,Dormant
R07978,0,Champions
R07979,0,Champions
R07980,0,Champions
R07981,0,Champions
R07982,2,At-Risk
R07983,0,Champions
R07985,0,Champions
R07986,0,Champions
R07987,0,Champions
R07988,0,Champions
R07989,2,At-Risk
R07990,3,Loyal Riders
R07991,2,At-Risk
R07992,0,Champions
R07993,0,Champions
R07996,0,Champions
R07997,2,At-Risk
R07998,2,At-Risk
R07999,2,At-Risk
R08000,2,At-Risk
R08001,2,At-Risk
R08002,0,Champions
R08003,0,Champions
R08004,2,At-Risk
R08005,0,Champions
R08006,0,Champions
R08007,1,Dormant
R08008,2,At-Risk
R08009,0,Champions
R08010,1,Dormant
R08011,0,Champions
R08012,0,Champions
R08013,0,Champions
R08014,2,At-Risk
R08015,2,At-Risk
R08016,0,Champions
R08017,2,At-Risk
R08019,0,Champions
R08020,0,Champions
R08022,1,Dormant
R08023,0,Champions
R08024,2,At-Risk
R08025,2,At-Risk
R08026,0,Champions
R08028,0,Champions
R08029,3,Loyal Riders
R08031,0,Champions
R08032,2,At-Risk
R08033,2,At-Risk
R08034,2,At-Risk
R08035,1,Dormant
R08037,0,Champions
R08038,1,Dormant
R08039,2,At-Risk
R08040,2,At-Risk
R08041,0,Champions
R08042,1,Dormant
R08043,0,Champions
R08044,2,At-Risk
R08047,1,Dormant
R08049,0,Champions
R08051,0,Champions
R08052,2,At-Risk
R08053,0,Champions
R08054,1,Dormant
R08055,1,Dormant
R08056,2,At-Risk
R08057,1,Dormant
R08058,2,At-Risk
R08059,2,At-Risk
R08062,1,Dormant
R08063,2,At-Risk
R08064,0,Champions
R08065,2,At-Risk
R08066,0,Champions
R08067,1,Dormant
R08068,2,At-Risk
R08069,0,Champions
R08070,0,Champions
R08071,2,At-Risk
R08072,0,Champions
R08073,2,At-Risk
R08074,2,At-Risk
R08075,2,At-Risk
R08076,3,Loyal Riders
R08077,0,Champions
R08078,2,At-Risk
R08079,2,At-Risk
R08080,2,At-Risk
R08081,2,At-Risk
R08082,1,Dormant
R08084,0,Champions
R08085,0,Champions
R08087,2,At-Risk
R08088,0,Champions
R08090,0,Champions
R08091,2,At-Risk
R08092,1,Dormant
R08093,2,At-Risk
R08094,2,At-Risk
R08095,0,Champions
R08096,1,Dormant
R08097,1,Dormant
R08098,2,At-Risk
R08099,0,Champions
R08100,2,At-Risk
